Survey,id,Municipality,Code_ine,Province,CCAA,Reindustrialization,Renaturalization,Preservation,WeightAsPontes,WeightSpain,filter_$,NearestPowerPlantName,PowerPlantCluster,Dist_to_nearest_plant
1,286,Zizur Mayor/Zizur Nagusia,31907,Navarra,5,4,7,5,1.4125160179956,1.4094093285706,0,Power plant Escatrón,Teruel,201.033101261531
1,285,Valle de Egüés/Eguesibar,31086,Navarra,5,2,9,9,1.09540293171607,1.09299370119357,0,Power plant Escatrón,Teruel,197.534534284766
2,162,As Pontes,15070,Coruna,1,9,5,8,.911882715190522,3.03419854652494E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,161,As Pontes,15070,Coruna,1,10,0,9,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,160,As Pontes,15070,Coruna,1,8,5,7,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,159,As Pontes,15070,Coruna,1,10,6,9,1.40338125750622,4.66961079622619E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,158,As Pontes,15070,Coruna,1,10,1,7,1.40338125750622,4.66961079622619E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,157,As Pontes,15070,Coruna,1,10,7,9,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,156,As Pontes,15070,Coruna,1,6,9,7,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,155,As Pontes,15070,Coruna,1,7,7,7,1.04647126129719,3.48202847484026E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,154,As Pontes,15070,Coruna,1,9,3,6,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,153,As Pontes,15070,Coruna,1,9,2,6,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,152,As Pontes,15070,Coruna,1,7,7,7,2.42193714294947,8.05875364945006E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,151,As Pontes,15070,Coruna,1,9,6,8,1.40338125750622,4.66961079622619E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,150,As Pontes,15070,Coruna,1,7,3,7,1.40338125750622,4.66961079622619E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,149,As Pontes,15070,Coruna,1,7,1,7,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,148,As Pontes,15070,Coruna,1,0,0,0,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,147,As Pontes,15070,Coruna,1,9,9,8,1.40338125750622,4.66961079622619E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,146,As Pontes,15070,Coruna,1,8,6,6,.911882715190522,3.03419854652494E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,145,As Pontes,15070,Coruna,1,7,6,3,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,144,As Pontes,15070,Coruna,1,8,0,0,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,143,As Pontes,15070,Coruna,1,10,0,9,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,142,As Pontes,15070,Coruna,1,8,6,6,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,141,As Pontes,15070,Coruna,1,7,1,6,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,140,As Pontes,15070,Coruna,1,0,0,9,.911882715190522,3.03419854652494E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,139,As Pontes,15070,Coruna,1, , , ,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,138,As Pontes,15070,Coruna,1,10,10,0,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,137,As Pontes,15070,Coruna,1,8,5,6,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,136,As Pontes,15070,Coruna,1,3,8,8,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,135,As Pontes,15070,Coruna,1,8,8,4,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,134,As Pontes,15070,Coruna,1,0,0,6,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,133,As Pontes,15070,Coruna,1,6,8,7,1.69689457572652,5.64624701127243E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,132,As Pontes,15070,Coruna,1,3,4,4,1.51051065797193,5.0260731633358E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,131,As Pontes,15070,Coruna,1,0,9,0,.706353825,2.350321717305E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,130,As Pontes,15070,Coruna,1,8,3,3,1.039388081,3.4584599007194E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,129,As Pontes,15070,Coruna,1,1,8,1,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,128,As Pontes,15070,Coruna,1,0,0,10,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,127,As Pontes,15070,Coruna,1,7,2,2,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,126,As Pontes,15070,Coruna,1,4,4,4,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,125,As Pontes,15070,Coruna,1,10,10,0,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,124,As Pontes,15070,Coruna,1,5,5,9,.91,3.027934E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,123,As Pontes,15070,Coruna,1,9,9,9,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,122,As Pontes,15070,Coruna,1,3,4,7,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,121,As Pontes,15070,Coruna,1,6,8,4,1.51051065797193,5.0260731633358E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,120,As Pontes,15070,Coruna,1,5,6,7,.706353825,2.350321717305E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,119,As Pontes,15070,Coruna,1,8,2,3,.911882715190522,3.03419854652494E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,118,As Pontes,15070,Coruna,1,0,0,10,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,117,As Pontes,15070,Coruna,1,6,6,4,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,116,As Pontes,15070,Coruna,1,9,8,3,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,115,As Pontes,15070,Coruna,1,7,5,6,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,114,As Pontes,15070,Coruna,1,10,0,0,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,113,As Pontes,15070,Coruna,1,10,0,0,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,112,As Pontes,15070,Coruna,1,7,2,5,1.69689457572652,5.64624701127243E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,111,As Pontes,15070,Coruna,1,8,8,5,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,110,As Pontes,15070,Coruna,1,10,4,0,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,109,As Pontes,15070,Coruna,1,0,0,9,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,108,As Pontes,15070,Coruna,1,0,1,5,2.42193714294947,8.05875364945006E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,107,As Pontes,15070,Coruna,1, , ,7,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,106,As Pontes,15070,Coruna,1,10,5,10,1.106209471,3.6808013938054E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,105,As Pontes,15070,Coruna,1,8,6,0,.706353825,2.350321717305E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,104,As Pontes,15070,Coruna,1,9,0,0,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,103,As Pontes,15070,Coruna,1,8, , ,1.15318618338686,3.83711170660143E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,102,As Pontes,15070,Coruna,1,9,1,2,1.15318618338686,3.83711170660143E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,101,As Pontes,15070,Coruna,1,10,0,0,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,100,As Pontes,15070,Coruna,1,10,1,2,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,99,As Pontes,15070,Coruna,1,3,5,10,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,98,As Pontes,15070,Coruna,1,5,5,8,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,97,As Pontes,15070,Coruna,1,10,4,0,1.48349381,4.936177303394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,96,As Pontes,15070,Coruna,1, ,6, ,.862523195547071,2.86995968086332E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,95,As Pontes,15070,Coruna,1,0,0,10,1.039388081,3.4584599007194E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,94,As Pontes,15070,Coruna,1,10,10,10,.862523195547071,2.86995968086332E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,93,As Pontes,15070,Coruna,1,10,10,0,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,92,As Pontes,15070,Coruna,1,3,7,3,1.039388081,3.4584599007194E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,91,As Pontes,15070,Coruna,1,6,8,7,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,90,As Pontes,15070,Coruna,1,2,2,4,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,89,As Pontes,15070,Coruna,1,0,0,10,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,88,As Pontes,15070,Coruna,1,5,5,5,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,87,As Pontes,15070,Coruna,1,6,6,6,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,86,As Pontes,15070,Coruna,1,10,8,6,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,85,As Pontes,15070,Coruna,1,7,9,6,1.80598650809159,6.00923950702394E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,84,As Pontes,15070,Coruna,1,5,5,5,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,83,As Pontes,15070,Coruna,1,5,7,8,1.69689457572652,5.64624701127243E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,82,As Pontes,15070,Coruna,1,7,0,10,.925223521,3.0785887437754E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,81,As Pontes,15070,Coruna,1,6,5,10,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,80,As Pontes,15070,Coruna,1,2,2,9,.706353825,2.350321717305E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,79,As Pontes,15070,Coruna,1,5,5,10,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,78,As Pontes,15070,Coruna,1,10,9,2,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,77,As Pontes,15070,Coruna,1,9,10,0,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,76,As Pontes,15070,Coruna,1,8,5,8,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,75,As Pontes,15070,Coruna,1,2,2,10,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,74,As Pontes,15070,Coruna,1,10,0,2,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,73,As Pontes,15070,Coruna,1,7,0,3,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,72,As Pontes,15070,Coruna,1,5,7,5,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,71,As Pontes,15070,Coruna,1,2,8,10,1.40338125750622,4.66961079622619E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,70,As Pontes,15070,Coruna,1,9,8,2,.925223521,3.0785887437754E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,69,As Pontes,15070,Coruna,1,6,4,8,1.22288987655136,4.06904377523699E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,68,As Pontes,15070,Coruna,1,8,0,0,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,67,As Pontes,15070,Coruna,1,8,8,8,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,66,As Pontes,15070,Coruna,1,8,4,4,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,65,As Pontes,15070,Coruna,1,8,8,4,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,64,As Pontes,15070,Coruna,1,0,0,10,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,63,As Pontes,15070,Coruna,1,4,1,10,.862523195547071,2.86995968086332E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,62,As Pontes,15070,Coruna,1,5,8,8,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,61,As Pontes,15070,Coruna,1,4,4,7,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,60,As Pontes,15070,Coruna,1,0,1,10,1.04647126129719,3.48202847484026E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,59,As Pontes,15070,Coruna,1,9,1,0,1.69689457572652,5.64624701127243E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,58,As Pontes,15070,Coruna,1,8,4,2,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,57,As Pontes,15070,Coruna,1,2,7,8,1.04647126129719,3.48202847484026E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,56,As Pontes,15070,Coruna,1,5,7,7,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,55,As Pontes,15070,Coruna,1,3,6,6,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,54,As Pontes,15070,Coruna,1,8,3,8,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,53,As Pontes,15070,Coruna,1,10,3,10,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,52,As Pontes,15070,Coruna,1,2,8,8,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,51,As Pontes,15070,Coruna,1,7, ,7,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,50,As Pontes,15070,Coruna,1,6,6,7,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,49,As Pontes,15070,Coruna,1,9,10,8,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,48,As Pontes,15070,Coruna,1,7,3,7,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,47,As Pontes,15070,Coruna,1,0,4,10,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,46,As Pontes,15070,Coruna,1,2,5,10,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,45,As Pontes,15070,Coruna,1,3,3,10,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,44,As Pontes,15070,Coruna,1,3,3,10,1.51051065797193,5.0260731633358E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,43,As Pontes,15070,Coruna,1,8,4,6,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,42,As Pontes,15070,Coruna,1,5,0,5,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,41,As Pontes,15070,Coruna,1,10,0, ,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,40,As Pontes,15070,Coruna,1,0,0,10,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,39,As Pontes,15070,Coruna,1,5,5,6,1.51051065797193,5.0260731633358E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,38,As Pontes,15070,Coruna,1,2,5,8,1.04647126129719,3.48202847484026E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,37,As Pontes,15070,Coruna,1,3,5,10,1.106209471,3.6808013938054E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,36,As Pontes,15070,Coruna,1,10,0,10,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,35,As Pontes,15070,Coruna,1,0,2,10,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,34,As Pontes,15070,Coruna,1,0,0,10,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,33,As Pontes,15070,Coruna,1,2,4,7,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,32,As Pontes,15070,Coruna,1,10,0,0,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,31,As Pontes,15070,Coruna,1,7,8,5,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,30,As Pontes,15070,Coruna,1,7,2,7,.875259026780375,2.91233688570902E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,29,As Pontes,15070,Coruna,1,10,5,0,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,28,As Pontes,15070,Coruna,1,5,5,5,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,27,As Pontes,15070,Coruna,1,5,5,5,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,26,As Pontes,15070,Coruna,1,0,0,10,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,25,As Pontes,15070,Coruna,1,10,10,10,1.48853132588003,4.95293913373322E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,24,As Pontes,15070,Coruna,1,5,5,9,1.15318618338686,3.83711170660143E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,23,As Pontes,15070,Coruna,1,5,5,5,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,22,As Pontes,15070,Coruna,1,9,5,1,.911882715190522,3.03419854652494E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,21,As Pontes,15070,Coruna,1,8,8,8,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,20,As Pontes,15070,Coruna,1,5,5,8,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,19,As Pontes,15070,Coruna,1,10,10,4,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,18,As Pontes,15070,Coruna,1,4,10,7,.582269326661922,1.93744295753488E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,17,As Pontes,15070,Coruna,1,8,9,9,.751592540148034,2.50084901808857E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,16,As Pontes,15070,Coruna,1,5,0,8,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,15,As Pontes,15070,Coruna,1, ,5,7,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,14,As Pontes,15070,Coruna,1,10,7,6,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,13,As Pontes,15070,Coruna,1,10,5,0,.911882715190522,3.03419854652494E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,12,As Pontes,15070,Coruna,1,1,0,10,1.04647126129719,3.48202847484026E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,11,As Pontes,15070,Coruna,1,5,6,7,.856799774623288,2.85091557008153E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,10,As Pontes,15070,Coruna,1,10,10,3,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,9,As Pontes,15070,Coruna,1,5,1,3,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,8,As Pontes,15070,Coruna,1,5,2,1,1.039388081,3.4584599007194E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,7,As Pontes,15070,Coruna,1,8,7,6,.91176066,3.033792420084E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,6,As Pontes,15070,Coruna,1,10,10,0,.668208867802979,2.22339818672763E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,5,As Pontes,15070,Coruna,1,0,8,8,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,4,As Pontes,15070,Coruna,1,8,5,6,1.15318618338686,3.83711170660143E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,3,As Pontes,15070,Coruna,1,5,8,5,.983258401429228,3.27169400491561E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,2,As Pontes,15070,Coruna,1,2,2,4,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
2,1,As Pontes,15070,Coruna,1,1,1,7,.76269039328051,2.53777601460157E-06,0, Power plant As Pontes,Coruna,2.62598298264974
